
https://madeinfoot.ouest-france.fr/,90/100,93/100,54/100,45/100,27/100,"2,3450",819.415,13.665,12,No,375€,
http://paroleinfuga.altervista.org,90/100,1/100,1/100,0/100,0/100,"0,0000",0,0,0,Yes,40€,
https://quadlayers.com,90/100,37/100,53/100,50/100,35/100,"0,0087",4.119,10.508,896,No,560€,
https://cpeonline.ucdavis.edu/,90/100,90/100,54/100,25/100,23/100,"0,0000",1.224,839,2,Yes,240€,
https://lemagsportauto.ouest-france.fr/,90/100,93/100,49/100,54/100,18/100,"0,2347",204.207,4.201,878,No,630€,
https://mcetv.ouest-france.fr,90/100,93/100,54/100,63/100,25/100,"4,4022",764.246,2.619,895,No,1.050€,
https://trucmania.ouest-france.fr,90/100,93/100,49/100,34/100,24/100,"0,0000",316.948,3.354,274,No,1.820€,
https://wheon.com,88/100,64/100,49/100,39/100,25/100,"0,0010",270.540,15.151,956,Yes,210€,
https://blogs.oregonstate.edu/,88/100,88/100,57/100,43/100,32/100,"0,0000",12.002,5.901,843,Yes,240€,
https://odigital.sapo.pt,87/100,93/100,51/100,27/100,21/100,"0,0000",2.281,1.470,289,No,420€,
https://www.lepoint.fr,86/100,91/100,68/100,65/100,67/100,"31,0685",3.196.220,68.461,875,Yes,3.850€,
https://gracethemes.com,86/100,41/100,55/100,48/100,40/100,"0,0803",10.630,9.362,958,Yes,180€,
https://journaldesseniors.20minutes.fr,86/100,93/100,50/100,39/100,41/100,"1,8962",44.127,1.731,225,No,1.540€,
https://maison.20minutes.fr,86/100,93/100,54/100,49/100,33/100,"7,9910",380.868,13.508,282,No,1.120€,
https://cronicavasca.elespanol.com,85/100,92/100,46/100,51/100,24/100,"0,7930",55.566,822,576,Yes,490€,
https://www.rtl.de,85/100,84/100,67/100,60/100,60/100,"76,0973",6.187.792,55.132,906,No,980€,
https://metropoliabierta.elespanol.com/,85/100,92/100,49/100,60/100,27/100,"3,6700",269.093,4.498,947,Yes,340€,
http://www.latribune.fr,85/100,87/100,65/100,63/100,66/100,"0,0000",605.458,26.883,852,Yes,1.960€,
https://www.futura-sciences.com/,85/100,91/100,66/100,50/100,59/100,"127,1692",2.261.232,37.823,863,Yes,1.540€,
https://www.elespanol.com/eldigitalcastillalamancha/,85/100,92/100,64/100,71/100,63/100,"1,1672",12.107.035,52.614,848,No,1.200€,

https://epmundo.com/,0/100,48/100,44/100,25/100,19/100,"0,0013",0,0,752,No,60€,
http://conestilovintage.com,9/100,26/100,39/100,11/100,4/100,"0,0002",60,686,749,No,14€,
http://tucasabonita.es,0/100,27/100,44/100,11/100,4/100,"0,0000",0,0,0,No,32€,
https://www.planfindesemana.es,8/100,20/100,45/100,22/100,13/100,"0,0175",173,203,867,No,24€,
http://porquepuedo.net,11/100,22/100,28/100,16/100,0/100,"0,0000",506,104,423,No,20€,
